0.8257096935448757+0.*I	0.5436285229346872+0.*I	0.15057068452350783+0.*I
0.1290812676171838+0.007876275897603417*I	0.08235653796893165+0.004661783016102334*I	1.033749742141897+0.05277310766977554*I
-0.12447580771741458+0.02720521323905117*I	-0.07873773962410342+0.01733958602200908*I	-1.0130750229731285+0.21437864586246874*I
0.0763495751231409-0.09882916593180534*I	0.04888282014605984-0.06263642801557325*I	0.6262915607191483-0.8251856746105551*I
0.0566807041662111+0.1029326607637919*I	0.0365147193842063+0.06569454012853755*I	0.5102436502065775+0.9029614984032532*I
-0.1031411623370282+0.06335292756229312*I	-0.06517878378550315+0.040126227760103286*I	-0.8805968463642713+0.5470351391965862*I
-0.1029564146715275-0.05728705751046747*I	-0.06552398658301782-0.036888895472830384*I	-0.8964525273046404-0.5216457750437236*I
-0.04695690226363335-0.10677566796085791*I	-0.03018631982442342-0.06767471205317944*I	-0.4096905686297404-0.9530990166365275*I
-0.02091535614994188-0.11051981972537098*I	-0.012957921125674043-0.07026592434597848*I	-0.21724074797824772-1.0151133356409023*I
-0.05080472108517731-0.0979186560289392*I	-0.03267488312766897-0.06239645852126777*I	-0.4556212689757748-0.9331426746642556*I
-0.09603081042081703-0.04403621877741219*I	-0.0607706652667479-0.028201510884631676*I	-0.9426132786562598-0.4374598779813359*I
-0.08037038804655044+0.06525643068523122*I	-0.051273515853362116+0.0419826046105983*I	-0.80674055750535+0.655489866779283*I
0.06625166489592829+0.08051818551793541*I	0.04168826764860014+0.0512297853997035*I	0.6377645029410296+0.8207919525557817*I
0.052353630249201116-0.09049043491060405*I	0.03305819683121694-0.05794963313892048*I	0.4991509247054709-0.911707583223289*I
-0.09567932824620833+0.03628103359612455*I	-0.060863869674990564+0.02258315804046049*I	-0.9821221795872572+0.3414105358966575*I
0.09833160341110551-0.004840529558331948*I	0.06258011249583416-0.003427378309082858*I	1.0399998247449909-0.025737068811246207*I
-0.0970101143755727+0.016384791632512746*I	-0.06197679934288898+0.010007702135792402*I	-1.030589964592785+0.14216830484876752*I
0.07857687721399062-0.06016474955036882*I	0.04949877642485123-0.038180898238617075*I	0.815779396701145-0.6456153553464414*I
0.006167334925679906+0.09232658439478997*I	0.0039909373013101365+0.05921261554672545*I	0.04884274475069869+1.0400098071040897*I
-0.09015029888946087-0.01675363301237464*I	-0.057151523857032455-0.010924035262884756*I	-1.027914107347211-0.16660092852837352*I
-0.0010056335063007822-0.09093789700175144*I	-0.0011108449642348891-0.0577176906963785*I	-0.044283004220085104-1.0405108819921334*I
0.06969584985941102-0.052743231802824656*I	0.04478258711662135-0.0338024308174561*I	0.8269332391537868-0.6337941107747893*I
0.08983333138691751-0.011601427849611889*I	0.05687370148188025-0.006952941628452231*I	1.036359015624984-0.10411815468181641*I
0.08498563183960016+0.005878467826957014*I	0.053980789746284806+0.003311814429306244*I	1.0409310458362195+0.05215991548607472*I
0.08572292838670661-0.014529894997705147*I	0.054885006913025024-0.009471550628809618*I	1.021386468010589-0.2064526970808698*I
0.05884265026877616-0.06276646099548754*I	0.037639853124484125-0.039660372021730006*I	0.6910022597607118-0.7801966381359695*I
-0.023375966153293223-0.07837296102172477*I	-0.014914750933065404-0.04948295384652998*I	-0.3239466699181495-0.9911381579807241*I
-0.0805599845344015+0.017111641543218162*I	-0.0513024076193177+0.011208259010562398*I	-1.0264315581665737+0.18338265241247728*I
0.03069632208895227+0.07309541219243713*I	0.019703871583060365+0.046931716666820944*I	0.4322245048168343+0.9492661228548688*I
0.04139301297709942-0.07056478798784288*I	0.026570947814349436-0.04460871460120176*I	0.5072569476952195-0.9111403080178628*I
-0.07151869435959862+0.0380793296783205*I	-0.04503643885390795+0.024019829815248337*I	-0.910100636885295+0.5094088218180746*I
0.07366957829199594-0.022676224672652356*I	0.04659882081961569-0.014869545364733908*I	0.9844541483493363-0.34574090342916153*I
-0.06250208222563759+0.039960488153627904*I	-0.04003188067169764+0.025776170785938378*I	-0.8943578955480458+0.5380060537698391*I
0.035386612985874234-0.06732913664705749*I	0.022759740175280648-0.04306333099367632*I	0.45432209220126035-0.9394714667626463*I
0.0378674992945956+0.06650121440953888*I	0.02361498874920533+0.04241227158421696*I	0.499106683981692+0.9164735840779691*I
-0.07193977442364398+0.020448577863939003*I	-0.04539897863074844+0.012635421890059709*I	-1.0124895691452336+0.2537170358325271*I
-0.026653106961068443-0.06981745593258039*I	-0.01695845794725027-0.04390337516774892*I	-0.36573830715773725-0.9776675524448898*I
0.04969228596209789-0.05014833719239964*I	0.031180145178943783-0.03221367337583069*I	0.7024046471449573-0.7727251021118554*I
0.0688550396304148-0.00936123127847238*I	0.044047214790696586-0.00619483106204161*I	1.0395714447197477-0.10016658416172047*I
0.063092127251561+0.020155382143162634*I	0.040662034688404715+0.012845067905563133*I	1.0030599331251497+0.2920477589450157*I
0.0637219601652459+0.023255135175475786*I	0.040829945428131384+0.015003145167327824*I	0.9950746727614882+0.31785626843354087*I
0.06666437568086617+0.0016469776790514524*I	0.04255756705813026+0.001320266485803849*I	1.0446279011495117-0.016510918969620533*I
0.049289202541121284-0.03948603890929625*I	0.03159901051565699-0.024845558643818124*I	0.8068793885399981-0.664227761257558*I
-0.011727543146439532-0.0649738850884623*I	-0.006998694036396105-0.041056547379720906*I	-0.14162605328925015-1.0352680928733367*I
-0.06215433918285922-0.006919944879205047*I	-0.03920861836606648-0.004411700000422419*I	-1.0424109332029012-0.07697207716954058*I
0.0027207954300321434+0.06584628308912197*I	0.0017754846571136238+0.041342321298580786*I	0.05814497804183805+1.0433861009559757*I
0.0556778165613132-0.033320300697012334*I	0.03492371559407699-0.021055097374282503*I	0.9060771206776808-0.5208815414519906*I
-0.06231118093129766-0.01551750866058408*I	-0.039276987524862035-0.009504977620179733*I	-1.0130348126458208-0.2573967159517397*I
0.04578132449779631+0.04127865769751638*I	0.02921008127237381+0.025712572659161218*I	0.8075986854614396+0.6639257315524383*I
-0.04043934373021565-0.04019208156727018*I	-0.025946147634109715-0.025309507207491703*I	-0.7290422912559158-0.749891328532994*I
0.04979578275771045+0.03532078135310845*I	0.031782974971992305+0.021944653037625498*I	0.8718174676268847+0.5772375834452248*I
-0.059039367242719305-0.00033419412338758087*I	-0.03746853692251968+0.00008111052177196473*I	-1.0445897388326357-0.05008916771664014*I
0.03679428051457952-0.04202384369382736*I	0.02321608089668662-0.02696252617757995*I	0.7217070010743153-0.7572303067775611*I
0.024556345601746993+0.0497169711951419*I	0.01589115424718578+0.031529373863958744*I	0.4201188953622541+0.9580751003051511*I
-0.05388571793455105+0.020513614888011858*I	-0.03403459692857799+0.013300838583672508*I	-0.9889772703200008+0.3406937772884687*I
-0.02709827306751275-0.04856377346627112*I	-0.01764489245597938-0.030497407102364326*I	-0.5579013413175163-0.8850420556368108*I
0.02180127536889472-0.04871632336638351*I	0.013596206402356153-0.03102150584467238*I	0.47311715453726566-0.9333475141340809*I
0.04906175850360583-0.01674499876556634*I	0.03091778569258571-0.011064385139654333*I	0.9729515795712974-0.38555393923197134*I
0.054355795366130305+0.0047784681007152115*I	0.03422134348372631+0.0025889666881859525*I	1.0454201968884456+0.045547983270082575*I
0.05348310245069246+0.0105032132758206*I	0.03359645321037106+0.006291694831848489*I	1.032558193068498+0.1700124834221713*I
0.0525227679535794+0.0018849585671359163*I	0.03294064979064641+0.0009473234773904361*I	1.0465061404423752-0.016615355920495956*I
0.042983794093365904-0.021643791498711262*I	0.027080790824965235-0.013667784500175457*I	0.9234044140307053-0.49342628958401435*I
0.013225426076033962-0.049661704763478795*I	0.00858728665276943-0.031060001057427858*I	0.3212540877988437-0.9962855684251845*I
-0.030766070936065665-0.03626250516972605*I	-0.019310613856226105-0.02308081615105347*I	-0.7118294583788262-0.7679065918497388*I
-0.04476951483913578+0.02525596977680786*I	-0.028443250311501505+0.015617583090011277*I	-0.9064020279051058+0.5238058102948989*I
0.029488245999444315+0.04012498192038208*I	0.018318622524501685+0.0258234995500911*I	0.5791156922057573+0.8722747921979667*I
0.026764959267953036-0.04050968969923724*I	0.01751308344378377-0.025691431707593953*I	0.6247643193850471-0.8403250951904991*I
-0.04911372264923447+0.000645370801972224*I	-0.03149854630233275+0.0002590176874315458*I	-1.0470385428964701-0.013822975974298962*I
0.03517186150173246+0.03176199898473845*I	0.02280928679934513+0.0201337917311587*I	0.8145924900851983+0.658211036082986*I
-0.021063721124646755-0.03709751407132619*I	-0.013852774300010973-0.023761369769438125*I	-0.5022518724116253-0.9193595706564796*I
0.016561696973800197+0.044634131773341634*I	0.010888819054436338+0.0279831101336237*I	0.39073315617703797+0.9717514365735366*I
-0.02463998556447628-0.03628719717814248*I	-0.015596582304709363-0.02278773174973789*I	-0.5341453101106692-0.9012396221141773*I
0.033493324381229+0.02372611191375541*I	0.021090499343519756+0.014979314123162685*I	0.8562112759680195+0.6040369464711883*I
-0.040866004743610865+0.0015576651123669879*I	-0.025892502408472674+0.0007596226617693118*I	-1.0451063488216137+0.07621573876724576*I
0.021271981108566304-0.0336976972307498*I	0.013960705686389222-0.021435091160166026*I	0.5454739523244625-0.8948211412191647*I
0.026394368319974302+0.030121376261445197*I	0.0167799387557827+0.01976404397358484*I	0.6459433331731198+0.8252591678018567*I
-0.036631752159989164+0.024465768900835908*I	-0.023476832198106614+0.015713682348679824*I	-0.8856367285241673+0.5599724959234365*I
-0.023999234363071498-0.030879848917631215*I	-0.015856391871843383-0.01951052759830261*I	-0.6911584412268335-0.7879647222750262*I
0.017340567313337725-0.03954380365810534*I	0.010618345482573054-0.024916997457892113*I	0.4471307594237583-0.9477918429781705*I
0.036590523978758796-0.010031423328726634*I	0.023035056642942902-0.00623335505751928*I	1.0227795587485617-0.22986096818553883*I
0.03305344319112394+0.017032121770339158*I	0.020848719827400115+0.01100467664285273*I	0.9493123174755773+0.44483805931622844*I
0.022953086743103052+0.029623526853790494*I	0.014605043031615791+0.019182921386015978*I	0.6915970800940455+0.7879118543307785*I
0.017413998886587567+0.031711930122615556*I	0.011435613481223546+0.020620252808234613*I	0.550755963257991+0.8921834140703816*I
0.02143763292235898+0.027976756032309275*I	0.014108824104090508+0.01799954168082463*I	0.6163218451445711+0.8483281339130376*I
0.03313522084967877+0.021255703491795973*I	0.02094641321509688+0.013172614166566664*I	0.8491915733436953+0.6148782158487794*I
0.03689553479642723+0.005578936252868856*I	0.023066789909921406+0.0033149782424096476*I	1.0458378588725894+0.07578491753170608*I
0.0260460600277208-0.026738743180968055*I	0.016809376221230847-0.016423926959496005*I	0.7900152724387496-0.6895479178654542*I
-0.004402908056800747-0.03329441700558078*I	-0.0026957398537023826-0.02168522996839654*I	-0.1785760796739722-1.033507245635026*I
-0.03621904382860904-0.007890906482182514*I	-0.023364328191507633-0.004700118648428908*I	-1.0378810449440348-0.1502867872655258*I
-0.009496770332022198+0.036946171490241986*I	-0.005525008707981599+0.023364977787579854*I	-0.23828331430906258+1.0212762802246749*I
0.03775058336100346+0.003653092820624889*I	0.023391888877892755+0.0021429653135020266*I	1.0447937557301799+0.09120599125766225*I
-0.008573938688897794-0.03582023060962552*I	-0.005134794672532241-0.022464848263705428*I	-0.29040105248261144-1.0078574192762495*I
-0.023124484687780313+0.023475868380817208*I	-0.015017207191280411+0.015157472298647478*I	-0.6753241258246055+0.8027975224899193*I
0.030929694230071556-0.005408223993502561*I	0.020199832200687644-0.003545858906811478*I	1.0425408995533096-0.11780303478830657*I
-0.0324816935426281-0.015719735321725686*I	-0.020534982742212875-0.009436324755048357*I	-0.9548809451495195-0.4343504233819805*I
0.022966459470285628+0.019797950310964603*I	0.014375284630664432+0.012546031115755234*I	0.7682392272150633+0.7147633054572087*I
-0.0199356201703147-0.02692015966117692*I	-0.01245151103514255-0.017150772664540896*I	-0.687372274853376-0.7927159432571849*I
0.026076360789848683+0.022627917131680518*I	0.016572406288863722+0.014672693650535336*I	0.767176990290881+0.7157542935534404*I
-0.030170940345386827-0.010973368047328255*I	-0.01937013526529342-0.006907834079653439*I	-0.9521808221376599-0.44106185837938783*I
0.030420002207386675-0.00559482770705179*I	0.019041350159718046-0.0035032092004753965*I	1.0449969474993779-0.09683689816559986*I
-0.018934569132077514+0.025015957835479836*I	-0.012287358354083353+0.015310969367439102*I	-0.711521246844977+0.7714870881177023*I
-0.007961807272555427-0.03191124540150582*I	-0.0046739132230747445-0.020471419119094822*I	-0.2020750946922897-1.0298341894430183*I
0.030156521934933664+0.009848952903265987*I	0.019453134141301096+0.00580613672183435*I	1.0207586747204254+0.24421247339796354*I
-0.01208180576607071+0.024129519262719848*I	-0.00739998801292819+0.015466371782906742*I	-0.4681261993079624+0.9396488837788544*I
-0.029014544925079797-0.014300207315729143*I	-0.017782240225091964-0.009137431668636741*I	-0.9261680792161996-0.4939250969027176*I
0.008240116348521015-0.02472709781857113*I	0.005701295682907502-0.016133386112593517*I	0.3301553091507017-0.9966508512089954*I
0.03069953677788532+0.0008082983801131035*I	0.01964088971854754+0.00004615634175242787*I	1.048677073849023-0.04830681070681744*I
0.01903742744396309+0.02379456938990557*I	0.011941186664223332+0.01469965491281583*I	0.5977584726992624+0.8630612511598069*I
-0.0029628406537306716+0.027095281931379722*I	-0.002371896449975629+0.016917527495068616*I	-0.221982974727162+1.0262842268204337*I
-0.01758791869053298+0.01839865502323602*I	-0.011883348337337877+0.011697221181408042*I	-0.7829092515604209+0.6998548436210014*I
-0.023631870880762393+0.00906639351631405*I	-0.015439375428144171+0.006019783231325498*I	-1.006416305596844+0.29995311057771795*I
-0.02675561429336444+0.0037943988593491327*I	-0.016705337373423623+0.0023568302698044287*I	-1.0494563216485873+0.038495584830560634*I
-0.029511913033859687+0.0005198742618671799*I	-0.01829638587995574-0.0001511785139713879*I	-1.0496075697533351-0.032754798241443214*I
-0.027106774390245576-0.0005133131570292217*I	-0.017552436867229872-0.00017133207975996313*I	-1.046507863187185+0.0884570658788364*I
-0.02141731907283316+0.010086049044262848*I	-0.013851517751623557+0.006778227293447729*I	-0.975023616610079+0.39073363976444614*I
-0.019562185546195005+0.021141847244135672*I	-0.011881232750667981+0.013006461239761579*I	-0.6867976025412992+0.7946138036638154*I
0.0006051512829500106+0.023284189722762205*I	-0.00023073291937584952+0.015039735969715742*I	-0.060737267967740864+1.0487498043836585*I
0.015516319034860945+0.02013710728926891*I	0.01043077028672696+0.012803972021199659*I	0.7341010972083291+0.7514034644642981*I
0.027186024557825882-0.0062731794426103505*I	0.016758969127376913-0.00419738216188106*I	1.0275721302792384-0.21805835679716584*I
0.0016170107358774658-0.025352673017110354*I	0.00150697449836632-0.015648025553398195*I	0.1905129172396996-1.0331676838124295*I
-0.02197884071179389-0.006485741931917303*I	-0.014203971293971884-0.004811895936838046*I	-0.9668497744121738-0.41130567236680476*I
-0.007777553422336629+0.02085356063219924*I	-0.0050043838478555265+0.013675660791188978*I	-0.45913565982906923+0.9451499090145579*I
0.022663173349733477+0.004960618245243315*I	0.014060140162304972+0.0032454222213239552*I	0.9927424293310876+0.34442723192367836*I
-0.0014549015609348185-0.025176541043548648*I	-0.0002377939959096896-0.015816407204276815*I	0.051466295915167104-1.0495131928180716*I
-0.024252646274073943+0.00913239556337766*I	-0.015424532885063732+0.006055965594346732*I	-0.9673814474813747+0.4102930960303546*I
0.016787863365425783+0.013330769620132125*I	0.010985310198796802+0.007945000272804006*I	0.8926322170524087+0.5547712643342749*I
-0.0078964228194157-0.021378809450224412*I	-0.004337898033844502-0.013497124467668304*I	-0.22863238919656936-1.02582331130236*I
-0.011904634763137464+0.020329738054065974*I	-0.007546766679595819+0.013226624316316276*I	-0.4241504851111333+0.9616219005959389*I
0.015227918368427558-0.015836603364701555*I	0.009707978957259288-0.01019459243898925*I	0.817791397624343-0.6603313562397252*I
-0.020145021186071383+0.00495724266320031*I	-0.01252535050565051+0.0032617309056716284*I	-0.9834961540283828+0.3711325905440319*I
0.024157775415496317-0.004497458638008916*I	0.015301021826406185-0.002539942651753171*I	1.030566870808636-0.20685769007852234*I
-0.021204133568332634+0.006858580307961539*I	-0.013662733306233701+0.0043819133802896326*I	-1.0323758270371381+0.19822907445078478*I
0.01759883894324062-0.00829896518352011*I	0.011089246605678019-0.005116269359829391*I	0.9931458661881438-0.34501092198936123*I
-0.014137225354856677+0.01140047433539902*I	-0.009581337398088113+0.0070557097981691266*I	-0.8492978508787312+0.6198558128736367*I
0.008071814673424191-0.015761107265872133*I	0.005385165977159538-0.010730797915853484*I	0.49875664500855754-0.9256775126361411*I
0.0031288418231625527+0.01784943009286655*I	0.0021088485422863157+0.011360259106022876*I	0.10546428108513997+1.046237512323699*I
-0.0166561424084727-0.010819459496158439*I	-0.010047261636242089-0.007392710917495257*I	-0.7846312079079394-0.700072643412214*I
0.02188398699760389-0.00512508501973599*I	0.014052361880244954-0.003083091983708067*I	1.0382267949466157-0.16663415840644846*I
-0.01047900421506109+0.0186356740423358*I	-0.005869743747535876+0.011810842403612536*I	-0.38964270391994454+0.9767523438869832*I
-0.012337073707732764-0.011419004648005384*I	-0.007664067654862307-0.007585330225273023*I	-0.7510492740996404-0.7362906940921644*I
0.01811177792599047-0.012446862350306455*I	0.011716103386072986-0.007691452261378773*I	0.9014442600187137-0.5416766400769694*I
0.005285519969143546+0.016014401642674692*I	0.0040488753800249945+0.010166203479504527*I	0.43579439018535127+0.9573287352555857*I
-0.01930075901426154+0.010492479496896722*I	-0.011772929715115663+0.006043917560137588*I	-0.9461189659810221+0.45945669137402273*I
-0.010140020901919695-0.012289184767274612*I	-0.006563558423718684-0.008618542550781719*I	-0.6066033680668648-0.8594522321224096*I
0.013936316652776535-0.012942365928960343*I	0.008225779295148295-0.008739611885576806*I	0.6427220319585921-0.8327693834179648*I
0.021017387443297567+0.0043786766660031525*I	0.01255031590083359+0.002798441028213407*I	1.0257468364919726+0.23327953777822563*I
0.009143379632895032+0.016677281228821374*I	0.005248470022402923+0.011030059623581275*I	0.3545465333803989+0.990498132246307*I
-0.006171240038791302+0.01533974957243729*I	-0.004040250850063188+0.010061691733573857*I	-0.5294081947205558+0.9092539100468996*I
-0.014252129339476146+0.006313520592266285*I	-0.00909583880619822+0.0036762043803223567*I	-1.0040816806980215+0.3146223078177741*I
-0.014876225858811262-0.0027828037074206727*I	-0.00987956526454659-0.0024880140891575474*I	-1.0032618064172572-0.3173938187795363*I
-0.012746280779581138-0.009463972174547572*I	-0.008397975399758754-0.006261710465207209*I	-0.7422512338511772-0.7459315032383671*I
-0.010133214916312595-0.015083277270002046*I	-0.0058032817498672356-0.009334916587558853*I	-0.4375547798492445-0.957030272948667*I
-0.004689057172663635-0.019264135256669673*I	-0.0025312390314814965-0.012168756879797286*I	-0.2100098695093276-1.0311453895446536*I
0.0013202462589426566-0.01767299960033678*I	0.0000312758136654601-0.011223195760882605*I	-0.10292696723729707-1.0473708091836094*I
-0.0019451377974251014-0.013666221459329437*I	-0.001152817631317664-0.008722327724594126*I	-0.12452474657967919-1.045153011026374*I
-0.006891761269173137-0.017329618886470208*I	-0.003741534695376413-0.011111604468979462*I	-0.2723799847036433-1.016633855340603*I
-0.005077901017372199-0.014650492028919323*I	-0.004084940551229626-0.00918388900609063*I	-0.5288943483223344-0.91008645798366*I
-0.015127074948761369-0.008007858629006378*I	-0.008915296134170962-0.00516768498889773*I	-0.8317576757576683-0.6451415390109292*I
-0.013920457361729935-0.004787425412069548*I	-0.009314150072807888-0.0030374608108682402*I	-1.0399647294043088-0.16337244258657496*I
-0.015728752023153346+0.00940183882964424*I	-0.009708620599814706+0.00601192724014799*I	-0.9405657169250254+0.4727659850150527*I
-0.0034482357054088477+0.012594795004248205*I	-0.00244699099760638+0.00792207682134361*I	-0.3774235170621755+0.9828781751966562*I
0.004409499652511936+0.014381900100100539*I	0.0031028675659526077+0.009391410596904397*I	0.49313667776154835+0.930232571780274*I
0.017856772151521663+0.002967806822787741*I	0.01108000200000415+0.001332818526797792*I	1.0459127406881474+0.12067709268690456*I
0.007748907624510668-0.015415664268137858*I	0.00492370560045469-0.008950284932772215*I	0.5978362211619482-0.8667399227826079*I
-0.010581509128582533-0.010250806293866987*I	-0.006299573615285715-0.007248565677811756*I	-0.5861903779419176-0.8747708501664545*I
-0.01159510030497375+0.006380991146040747*I	-0.007700885310523104+0.004175115581988238*I	-0.9979611243166214+0.33627728875099216*I
0.0044220688587672165+0.012142869700556785*I	0.002283835607522925+0.0077512505829869125*I	0.17795508285623593+1.0380078151912613*I
0.012341763188302326-0.004238634237516068*I	0.008519018608757275-0.002104648971735689*I	1.0451560250061247-0.12987403629579236*I
-0.005435440482692252-0.01346278614110286*I	-0.00337792987187915-0.008595593701425533*I	-0.19424521042154833-1.0351553834635319*I
-0.014731538550432695+0.007671678327461411*I	-0.008869290195483525+0.00410660236110793*I	-0.9877959972503549+0.36546094085495284*I
0.008753562252980426+0.014090169206267237*I	0.005542933077203682+0.008870579875552998*I	0.6198592616851335+0.851569149277208*I
0.009328343625578864-0.009226133982090027*I	0.005238966501671919-0.006450612718930026*I	0.5611991271429455-0.8914609734693654*I
-0.011345282051095865+0.0008681465523097186*I	-0.007289256428582066-0.000013405986935625643*I	-1.0502459272235911-0.08239921042289333*I
0.009008301573785035+0.013385528283289289*I	0.005396898612118526+0.008617285510537948*I	0.5126386633466067+0.9202899508954513*I
0.007200179008002981-0.010325204620125887*I	0.0037820565699229294-0.0069584073123706*I	0.38497886606409215-0.9807007211188946*I
-0.01084424312917549+0.008209443942238069*I	-0.007020217950003414+0.00433321687101667*I	-0.9640776013713982+0.4249775994866041*I
0.012100300147976438+0.0063917885980134025*I	0.008154810678778183+0.0036692740088861606*I	1.0165150947736807+0.27720442464453376*I
-0.010844402958318594-0.00793504094237404*I	-0.006610044571222004-0.004994727985611045*I	-0.696329226572034-0.7908203258909884*I
0.00024112851357255098+0.011643588838990755*I	0.000273588079437995+0.007463165677037277*I	0.24793859137354535+1.0241858916998716*I
0.001470045322045717-0.01536919360015818*I	0.0010161180938175183-0.009643092597515283*I	0.15745964119174763-1.0419234286593295*I
-0.0026545522446169683+0.010295356783106682*I	-0.0018109339780735425+0.006623140329420674*I	-0.4501623574403546+0.9529069759625335*I
0.008437904594510574-0.007266086494005344*I	0.005418345808947291-0.004820957631083428*I	0.627196511997337-0.8469875004788718*I
-0.011157160166087485+0.009622685135475359*I	-0.00669649496756902+0.0063755608137758026*I	-0.7100764807932194+0.7788056119656855*I
0.008731193853099709-0.011937885926152192*I	0.005080552331533208-0.006934480018507662*I	0.7167494987308091-0.7727446282254489*I
-0.004851770212652048+0.011364719608056434*I	-0.003872702152601781+0.006620040811120207*I	-0.649497820673024+0.8301808561860371*I
0.0026125561110382357-0.009701550095401145*I	0.002188838328451337-0.006706216847604498*I	0.4945977792731181-0.9309090968080892*I
-0.0007452795513735168+0.009219353141390694*I	-0.000609576152416839+0.005974778056741528*I	-0.2323167192722302+1.0282916999904541*I
-0.0022606987142666647-0.008478274898607254*I	-0.0009347203728367321-0.006117675845389487*I	-0.14060625878929556-1.0448416995281107*I
0.005762956408370506+0.0065798638089442935*I	0.004150308531645018+0.004848597700947103*I	0.5765831847712203+0.8826806370936838*I
-0.0095088272880811-0.0021852574523107474*I	-0.005864753502513127-0.001732775261692857*I	-0.9451084641122901-0.4673699496119682*I
0.010320796201854146-0.004883973691090152*I	0.0069426432974043105-0.002173295958564616*I	1.0407676009062654-0.1688802985623029*I
-0.0071644361069585225+0.011405946209481025*I	-0.004432482247338467+0.007031872853842166*I	-0.6820413519406406+0.8041030367455202*I
0.000042931206778631936-0.013981025937437882*I	-0.00011481518821040678-0.00789912391656831*I	-0.09327881356762777-1.0503143456887667*I
0.006574153587295332+0.007979775145323461*I	0.004695059810077633+0.005098069215039276*I	0.8670474748139667+0.6002476974927177*I
-0.0070673046694572274+0.0037095101124855687*I	-0.005099054281300958+0.0027532990588456678*I	-0.9888895910936939+0.36651846316760983*I
-0.00006382568067412405-0.013065039370763835*I	0.00040089728330387677-0.007395337800939454*I	0.18081478232969184-1.039000607569359*I
0.007438650138129523+0.008818051590844997*I	0.005080533185618296+0.005413528983646833*I	0.8600784915302593+0.6104292345371707*I
-0.0056886741914419295+0.00572226927333882*I	-0.004060237092127304+0.00399552508071537*I	-0.8764880249432774+0.5867971578933943*I
-0.003828990051791224-0.012950185290178712*I	-0.002003636439690209-0.007313838741786487*I	-0.3188177359947897-1.0054257302985943*I
0.007074530123371028-0.00035550353654797387*I	0.0055218228065514-0.00023951533064421658*I	1.0491871737738414-0.10953143804765766*I
0.00009818060988517154+0.01316654010130114*I	0.0003811730010271836+0.007677105706555094*I	-0.02105074942527045+1.0546606419158977*I
-0.00705626624195449-0.0002140806026344615*I	-0.004816530486006146-0.00046335780020073604*I	-1.0527268432152705-0.0691602496571705*I
0.0018493729997116578-0.012417883675391988*I	0.000961707014182671-0.007713447551166663*I	0.03552550590650695-1.0543798937556972*I
0.008429961046673234-0.003341937486231985*I	0.005513461640837504-0.0019073193997968607*I	1.0521163432203355-0.07902788980452029*I
-0.0003664771143548258+0.00869206193937975*I	0.00005024049200996164+0.005522847780865337*I	0.2710381805352289+1.01972933527618*I
-0.010959531205729494+0.006086409717052633*I	-0.006732434868335981+0.0037328508335479106*I	-0.9157577162848284+0.5241134301865864*I
-0.008736926347212008-0.0037440829594613144*I	-0.005291636165669801-0.002569494033180192*I	-0.7958518360092609-0.6929156167276237*I
0.002344567349213866-0.006006623787189736*I	0.0018664966048998848-0.0042084644861132585*I	0.31975312191671923-1.0057024879334604*I
0.009448387903391614+0.001474337381480718*I	0.006316148183298984+0.0001441099464459948*I	1.039426814527917-0.1825140785856298*I
0.006898203122700359+0.009978490316010391*I	0.004289156186992357+0.005255108426290142*I	0.7020886688227469+0.7879359027870085*I
-0.0010873316906591973+0.01195570519769133*I	-0.001213384376277669+0.006679202613268804*I	-0.22745149384278737+1.0306043651401091*I
-0.007589174457762289+0.007146357593993982*I	-0.0052212948702586425+0.0040847210281804575*I	-0.9364210857417452+0.48697232280809166*I
-0.009096965282578062+0.00006991332185901254*I	-0.005473932333690389-0.00029296614767817305*I	-1.0005768037501683-0.3361936972403462*I
-0.0062443969065071325-0.005139954116606692*I	-0.003146695456840881-0.003970923682697755*I	-0.5177145124142654-0.9199340457054505*I
-0.0015095499084623926-0.007321423708510956*I	-0.00033904360780064843-0.005347479509439766*I	0.16036077189801295-1.0434117440206787*I
0.0030647958488773425-0.0072618066189399574*I	0.002247705248185989-0.004353730751004136*I	0.719077917269502-0.7729572030296958*I
0.00684943008180171-0.005390295977139419*I	0.00472841167075259-0.0023402421250985897*I	1.0109729412491009-0.3042320174036317*I
0.009739011954934844-0.0012372549089423482*I	0.006226171615784837-0.0002152262634931947*I	1.0405917907307973+0.17852662889330528*I
0.010212962141752525+0.004703253920406958*I	0.005589546703361738+0.002581317779540746*I	0.8912911765211854+0.5660278819833292*I
0.006284549809518777+0.00933903514306832*I	0.003400784960384823+0.005434509917338827*I	0.6596314511246412+0.8244851509882457*I
0.0005406056263550338+0.0090825481330939*I	0.0013055068754163539+0.00564300790995834*I	0.42049891072889256+0.9686244747838147*I
-0.00028091407523781094+0.005616087298549746*I	0.00046314485038946845+0.003804217564876942*I	0.21882358580500189+1.0331274717618588*I
0.0031811723876296154+0.006145439702954353*I	0.0009842686473066642+0.004375315863531411*I	0.07556929319557318+1.0533799685677583*I
0.0014336113932835884+0.01055387520103524*I	0.0007037656363182002+0.006394138176338916*I	-0.0024340622322750194+1.0560965490897447*I
-0.003197804651275025+0.008723955629744894*I	-0.001020525076031118+0.005019704475157398*I	-0.014440756055950438+1.0560741727231535*I
0.0008336084660563585+0.0047073326830487814*I	9.855449197821592*^-6+0.0037640242065084895*I	0.03886355877102515+1.0555436224701327*I
