0.8257096935448757+0.*I	0.5436285229346872+0.*I	0.15057068452350783+0.*I
-0.026169506099946553-0.017472483928236148*I	-0.011004989563126474-0.004282929585132623*I	1.0090731956479897+0.13784110666879068*I
0.04337736740671531+0.0033580588864519875*I	0.02135133630389093+0.0008277680463467364*I	0.9512792275436073-0.36221358236771206*I
-0.03335184792801678-0.002311284883031619*I	-0.014072425883171903-0.0044887193270460035*I	0.6172889096961215-0.8100743288336548*I
0.03773302971734413-0.014533553168239618*I	0.015435232323451493-0.003763152304242808*I	0.038671220978279436-1.0175200544218657*I
-0.041938287423553204+0.002567620435856845*I	-0.016328878137672025-0.004344014452812031*I	-0.5997718885229293-0.8228431353814528*I
0.032444531060146095-0.00545210454669706*I	0.008529071343412005+0.0011947569638018694*I	-0.9948694321348975-0.21921213192876554*I
-0.04466349899094141-0.0006329233557768*I	-0.015094754691557374-0.0021680381253093065*I	-0.8618266320020691+0.5423327541026423*I
0.03482421682135172+0.02225474757184724*I	0.008916723735760768+0.011824786872778667*I	-0.17929415968647977+1.002569817058296*I
-0.022386072712416855-0.02382445771268213*I	-0.0031862628809835292-0.008349400955602874*I	0.6638762765193513+0.7729605616550977*I
0.015464419028870047+0.037212545777957864*I	0.0035367622333604427+0.013555101900653989*I	1.0155067057303824-0.07995543486992926*I
0.017153988818773384-0.041127820215861415*I	0.01061293314741734-0.01604933587202124*I	0.48867981964335283-0.8935497638628632*I
-0.03691442470423169+0.011758531961088612*I	-0.01749747342327188+0.0022735810819576713*I	-0.5268142226113385-0.871993057744637*I
0.029074976716777362+0.013712749764325979*I	0.011972065829421957+0.005317648718343749*I	-1.0167352201952182+0.06989074478065999*I
-0.012936649338239434-0.031043482041650333*I	-0.008784018847272389-0.009468171223126027*I	-0.35422803247560797+0.955611609464114*I
-0.021253398348749564+0.03396531706345951*I	-0.002207146623790955+0.01313190431356692*I	0.7605374183646434+0.6781504835311608*I
0.04435974932476041+0.005152459429412418*I	0.012885736273673494+0.0008509322392433644*I	0.8845313167266644-0.5056282428599523*I
-0.00925140247359147-0.04393512348840862*I	0.00015780614044729553-0.017030001999148264*I	-0.24767282265713375-0.9882769790225076*I
-0.03959657081970518+0.01719812324979441*I	-0.018672483544161903+0.006891319319176133*I	-1.0186988488163065+0.021340621187502823*I
0.02208611292741853+0.03696537620272926*I	0.010398172592994947+0.012310927252200642*I	-0.1572763127373231+1.0068474500235665*I
0.034230269561878426-0.026357113091556257*I	0.010358998907018453-0.005724931894630081*I	0.9787341178922337+0.2842252844915235*I
-0.02630221966377491-0.03170198210793758*I	-0.006241073669112083-0.015369243731499*I	0.3615224892309423-0.9529794199729658*I
-0.034181246129621444+0.022604945257797576*I	-0.013535831924982783+0.010448234312398497*I	-0.9407004402910566-0.39252247385176553*I
0.01920021362751996+0.039103798384382216*I	0.004925795923500531+0.010752896076595618*I	-0.37924019158144817+0.9461639368826429*I
0.04155394245182918-0.01177079511885745*I	0.017309443523956584-0.00024000471894044476*I	0.9673399298985618+0.32141045681448305*I
0.0020225255776230894-0.04387406511205457*I	-0.0022432961239840002-0.017680944226396718*I	0.21694486947719643-0.9960041620569673*I
-0.04235504856905609-0.015861677369171188*I	-0.01162075936706001-0.005193832683524777*I	-1.0174382106036772-0.06385744574435546*I
-0.029033123829681443+0.028993381282447828*I	-0.012299078755663318+0.012836146697491682*I	0.1362783457408798+1.0104540224451906*I
0.008025904358808705+0.03796239839671555*I	0.005815842338956131+0.00816987409881035*I	0.9489061644517149-0.3737435655799364*I
0.02964761715164871+0.01579479457527299*I	0.008871046412329752+0.007367876106874233*I	-0.6256648232052834-0.8056828364916272*I
0.03567504138712829-0.005166363735457834*I	0.007706465087592364-0.0028669834535439876*I	-0.5606148353548775+0.8522364819625164*I
0.02456093302552109-0.03237228452087691*I	0.013016657120219292-0.009402941857827309*I	0.997530485973006+0.21240810043469704*I
-0.004884948646526905-0.04450418943081206*I	-0.004893849832121328-0.013350330117014341*I	-0.20796011495773314-0.998379819154232*I
-0.029929975086710636-0.02545072138329361*I	-0.009812356021062249-0.010507298401976537*I	-0.804052650128891+0.6277663653543447*I
-0.03303102264652652-0.011823471395279941*I	-0.0066235868197555324+0.0000997270691785608*I	0.9362996935124451+0.40563447213631215*I
-0.03865598596191972-0.0005634663748571105*I	-0.015709640320332802-0.002392123879784691*I	-0.13406139565234326-1.0113714884636602*I
-0.039439145702170456+0.021776223556609915*I	-0.010387455275958517+0.005316210759526761*I	-0.7708701583640627+0.6680688778252101*I
-0.023611516194669096+0.02734532033102337*I	-0.005521527724361154+0.012350959173769363*I	0.9927009427446818+0.23643677399956944*I
-0.022884475862118975+0.029010773007551036*I	-0.01054543533873171+0.005083228308886717*I	-0.42442940086853354-0.9280780360790228*I
-0.019686868195578567+0.04022505258219943*I	-0.003065920704442103+0.012290100079353985*I	-0.43328841747423946+0.9236863416684249*I
-0.009283943524532424+0.03438216405367497*I	-0.0021771932918831036+0.013324381920021045*I	0.9738081998284663-0.30572778498837083*I
-0.017317158427837938+0.03538682866905478*I	-0.009086690476531524+0.007059170066915939*I	-0.9028511778669848-0.47595058748610725*I
-0.015792266721044442+0.040429344734989804*I	-0.0005440477347277024+0.012450735120780411*I	0.33630315641240366+0.9635029801019476*I
-0.019164711170353347+0.02809486488395967*I	-0.0058910885536876696+0.010334735882330477*I	0.3749987708050367-0.9495689052154721*I
-0.03057516608377372+0.03119778572290036*I	-0.013068657307913206+0.007471121833252416*I	-0.885205036103003+0.5079474671773162*I
-0.030510332022840172+0.02083017490512287*I	-0.003944929797891668+0.004572530555632042*I	1.0142691899504968+0.11709659780333573*I
-0.042158501837420106+0.003518949385949122*I	-0.013047142663413332+0.003676975736789546*I	-0.7714780818568997-0.668456890902535*I
-0.03634536263897607-0.004065648978887822*I	-0.013420470802816938-0.0008173303446446379*I	0.2971891097711272+0.9768676108418076*I
-0.03004728001595585-0.02859806269497355*I	-0.005938258490079772-0.012528038812496745*I	0.23302249506280182-0.9939941567199628*I
-0.016682235735883632-0.03476802478793678*I	-0.003568651677116154-0.005636663933945709*I	-0.6725776437989358+0.7684234847289846*I
0.01488991998355374-0.04018749581259254*I	0.002084681011403592-0.010618029221204198*I	0.9411151936587225-0.39602681072533247*I
0.027400884756341115-0.023023540221347834*I	0.00581405640029337-0.010092673402813829*I	-1.0211875093234233-0.019505721985407926*I
0.04233911365096335+0.004602540271499921*I	0.016711191006899474+0.002383204512216532*I	0.9397761522718053+0.3993327249317342*I
0.022892421819985243+0.026513811257645948*I	0.003963888902036817+0.00973103573303878*I	-0.7478042669531284-0.695933327481853*I
-0.0030216446612642573+0.0431910198055651*I	-0.0033110694018969045+0.01127314019249613*I	0.4969618220423294+0.8921986902828227*I
-0.0360125182760692+0.016235267459801788*I	-0.007854230448994772+0.000054852101808595445*I	-0.23170598985410223-0.9948943006538469*I
-0.03627357469039524-0.01418788454421583*I	-0.00716845528181375+0.00020874969296096188*I	-0.016518015505671085+1.0214771915163536*I
-0.0016827727572772068-0.043962679813978764*I	-0.002917694829964937-0.010809966286957684*I	0.23109971254213368-0.9949435878749244*I
0.03249576604889719-0.01692173782145457*I	0.00589225177978599-0.006118864584642875*I	-0.4044615149594484+0.9383522516288257*I
0.03446197418260887+0.018991177202240493*I	0.012898044243490288+0.0017471527855004495*I	0.536300295290925-0.8696569923605943*I
-0.011265278491552115+0.041065626647730044*I	-0.0018543126501398307+0.014977904211933256*I	-0.6314058375628021+0.8031483714809362*I
-0.03620636065561906+0.0006039154071521753*I	-0.011534565366321786+0.0011177883843260228*I	0.6947570472215285-0.7495076092880402*I
-0.015919738872417117-0.03393408729148168*I	-0.007231155714293994-0.010800119095168384*I	-0.7307038028069731+0.7145043735828995*I
0.035835732875537096-0.022898258371342278*I	0.013128197424578991-0.0091105700027848*I	0.7432796665453946-0.7011549038591166*I
0.022352175242002795+0.0323625040500389*I	0.0071746126122191715+0.011946753367625015*I	-0.7341110766330472+0.7110675624681159*I
-0.024902320402662687+0.024982891617328338*I	-0.00780665571805003+0.00805424164766749*I	0.7019144392056762-0.7432001349966006*I
-0.030913064575333948-0.023592270657022015*I	-0.011668993290090107-0.006962875808787414*I	-0.6440866459828498+0.7937185695273983*I
0.028874852803984986-0.031202565962531983*I	0.009615570625495104-0.012239169638676559*I	0.5571563826677051-0.8568458303169995*I
0.024791202060015845+0.032128110966699513*I	0.009076479209556655+0.01029686481452974*I	-0.43670247001498075+0.9242522070151564*I
-0.031128025626325117+0.019304912288962157*I	-0.007712487857307912+0.007089825142974926*I	0.2789214868747064-0.9837014233715109*I
-0.01724126316794644-0.03230796764072971*I	-0.007969967016998786-0.00620702047180141*I	-0.0833642843977878+1.019140737574349*I
0.03849158725324904-0.012242553283226433*I	0.00799717308019863-0.007758935683658498*I	-0.1448008042700761-1.0121517794654964*I
-0.0003560966289080697+0.043484024953965*I	0.0034613358908762264+0.009745621846242922*I	0.39297545475753654+0.943859413336755*I
-0.04033680469367016-0.016537238197602906*I	-0.007770600973423428-0.002636711528778907*I	-0.639331521873769-0.7979441374535261*I
0.029061024242645495-0.02925553202795365*I	0.006561824767103555-0.002925884200518155*I	0.8520437855531753+0.5655330084795931*I
0.014970988379705636+0.03525437381401292*I	-0.0013476357851697615+0.007653257424352885*I	-0.9913948437331375-0.2515770196267103*I
-0.03653347539675675-0.0000623716502482297*I	-0.00812321810316983-0.003719832588147997*I	1.0159738296055545-0.11915822383378807*I
0.016364157773808088-0.032674497930825164*I	0.005748893299002373-0.008994528127011887*I	-0.8930496719976827+0.4989520788515286*I
0.02030898988845276+0.03212988860820089*I	0.008441496469553247+0.008555593989368558*I	0.6120423329440373-0.8196858729906655*I
-0.04021478542567805-0.001807373564036615*I	-0.010367063922812721+0.0043763208960886845*I	-0.19777564761879887+1.003662520116309*I
0.02716172985125291-0.032457730744708535*I	0.002292024478353687-0.00802763657758191*I	-0.28161614210084557-0.9834411199041858*I
0.007886771661444584+0.042538251153220005*I	0.0006265417226792865+0.007577607919833062*I	0.7185512443480373+0.7281578515097593*I
-0.03635256334451157-0.022816852028474006*I	-0.007596790709885885-0.008628923483759428*I	-0.987053667510445-0.26895050732889264*I
0.0414730098797744-0.008501505575768415*I	0.014125904868102454-0.0020217497330335225*I	0.9815645984251112-0.2885287224207108*I
-0.02587921030674165+0.03395693082677956*I	-0.005108596835161464+0.011826287480906684*I	-0.6648599276965516+0.7776999154920217*I
-0.002308266275199459-0.043533174241008374*I	-0.00260113939266101-0.007982625409070042*I	0.10659083254446264-1.0176623867210552*I
0.029329813463797226+0.03221478264758477*I	0.0034577893263642674+0.007609697581777243*I	0.511800439773509+0.8861129832774904*I
-0.04168282509438272-0.008590315146066771*I	-0.011570189735933482-0.0057062358423335055*I	-0.9449459068394209-0.39284578309844576*I
0.03963069192240157-0.014988006921691058*I	0.011901519193676505-0.006488976647535615*I	0.9825092387537536-0.286453332565683*I
-0.02667185514750681+0.0342369578360277*I	-0.002781202602948697+0.008630104729780921*I	-0.5651683134170341+0.8532929139186407*I
0.005258437809530878-0.0431490427242648*I	0.002703575293161123-0.00720884678515231*I	-0.14413800728690385-1.0133559503293537*I
0.014822673945944491+0.039339158895541834*I	0.0024095497936596584+0.012300039192295024*I	0.7964121600396907+0.6430807856118987*I
-0.02895263345504312-0.02966905577703146*I	-0.010844709900282424-0.005626771501341138*I	-1.0191411906559535+0.09673483894570496*I
0.03835947216993958+0.0159746236551947*I	0.0062323038058799555-0.0001953706829238989*I	0.6428185489140135-0.7968839626940176*I
-0.03970134720684369-0.0009167392301447277*I	-0.007453903418336702-0.0026075696181653506*I	0.14470949441124017+1.0136843386891417*I
0.036536109926601765-0.009136988936435397*I	0.009735918135473197-0.004215790655143778*I	-0.8535406774041248-0.5658612509262535*I
-0.033949512767305165+0.017193191864544464*I	-0.0025029180278778223+0.004629770967814319*I	0.9840320204145518-0.2839044443695661*I
0.029473294086404537-0.024260078484997685*I	0.0065003354263707585-0.0003731061009100931*I	-0.39984680906224557+0.9429444399493347*I
-0.025915402119054725+0.028657662103130137*I	-0.007801003318800907+0.007752275725368504*I	-0.500143084207889-0.8938097632479756*I
0.022938439947121005-0.03487162500018109*I	0.002108248468165187-0.006394495041796447*I	1.0159238903988155+0.12998027643121352*I
-0.016385315969564933+0.03965164560199132*I	-0.006701564477238422+0.006268352845309846*I	-0.6926431894204815+0.7544733365202131*I
0.011197497976663135-0.04030618568272121*I	0.0019018303936394025-0.012614222854243335*I	-0.2378562548036102-0.9962713111113803*I
-0.007783122424505254+0.040420743769321095*I	0.002126975368580396+0.005744944385901819*I	0.9664748864681075+0.3396527354524328*I
0.006275665786540248-0.03777256989346753*I	0.003971422643081203-0.006478698610615709*I	-0.795592428961371+0.6456085141444682*I
-0.010255528034542903+0.03627044353480713*I	0.00030166997620196205+0.008544595057581223*I	-0.1546952782738474-1.012920560320633*I
0.013597833267047641-0.03852321645452472*I	0.00348315845496573-0.0033549500429631072*I	0.9597689651823121+0.3587615798856*I
-0.01572156637199388+0.038824654709026615*I	-0.006374036939513201+0.010567533015127358*I	-0.7672018882963194+0.679108699545522*I
0.018625874157567446-0.038138487546726905*I	-0.0003785227370447632-0.0081304700601417*I	-0.2600029413437595-0.9911356392675634*I
-0.020797397608055185+0.033613718561945324*I	-0.005535009263298238+0.004074294812978932*I	1.0061618502912344+0.19488491005213673*I
0.02776462213615967-0.02548716505869202*I	0.004093142627546742-0.007427125432210496*I	-0.5949561180200531+0.8346359862410719*I
-0.03582217342453938+0.019908952355712637*I	-0.005086246123890881-0.0002286752043742734*I	-0.5299541337761222-0.8772981374862512*I
0.04004384890537858-0.012741100642505892*I	0.011791679129376295-0.0034311946389629375*I	1.012598287319454-0.1583436148644144*I
-0.04141657914574647+0.003724255813361667*I	-0.004417054058834935+0.0031655443145959224*I	-0.21738519786895075+1.0017258256299362*I
0.03687507890420843+0.008604076782173765*I	0.007348039411447877+0.004216971954235084*I	-0.8667628463875183-0.547557329218721*I
-0.03166062629368967-0.024580292630090376*I	-0.005571336391652033-0.001488479908307916*I	0.7993326393714345-0.6419975642034293*I
0.024577798649622836+0.03468476157148775*I	0.0019502857429595246+0.009396096082879958*I	0.3659624435250004+0.9576181790503391*I
-0.010475762683953109-0.039321097065623194*I	-0.006426653205103527-0.006612280999861833*I	-1.0226407898453207+0.07389928519118741*I
-0.007088514883189019+0.03785847919902691*I	-0.004036123254767965+0.003612704247373497*I	0.2061927260465506-1.004536244733112*I
0.026636250909175332-0.03067975237457878*I	0.0042147820382430114-0.008210486384686478*I	0.9194360786506159+0.4540439294489754*I
-0.038109110990707795+0.019467424283789517*I	-0.006230978622393597+0.0006023992155918165*I	-0.6579119081954868+0.7865538016736449*I
0.03865746158012458+0.001419121227116999*I	0.008695218676370891-0.0028649457732846566*I	-0.6241423086933864-0.8138666048954533*I
-0.03208032239757562-0.023771964557812296*I	-0.0009477835622963894-0.004816828791350887*I	0.9227535053798708-0.4478352581402924*I
0.016008813553689216+0.03891914123449691*I	0.006113690322597985+0.009080430928802315*I	0.27088104799708845+0.9891949918830141*I
0.005111850473931397-0.04011536746121197*I	0.0016669836495489053-0.0034185211165496422*I	-1.0206490708037765+0.10263164320264512*I
-0.028966362775783606+0.02559882380006682*I	-0.00490178275332355+0.0068395640361694635*I	0.05107484292178863-1.0246290689781579*I
0.04248649895062956-0.005194405508012986*I	0.005790111088683774+0.0022697909216725706*I	1.0087698946929677+0.18622217018042722*I
-0.03474188462684085-0.019307626931097402*I	-0.009180899712497772-0.0007945148259529507*I	-0.30151122823634+0.9806776738000287*I
0.01193383901583335+0.03764688605093658*I	-0.002507580933934559+0.005213928403528139*I	-0.9460796139678332-0.39720023310082764*I
0.016755123458118543-0.03887245454875486*I	0.000259015681351982-0.009200928871300524*I	0.47369123612083575-0.9101108912139576*I
-0.03494530670667184+0.018554251050399498*I	-0.00609045084387809+0.0000791058265582605*I	0.8770917600169336+0.5327289519187134*I
0.03713297494258112+0.015559989625983822*I	0.005744384275693886-0.00036869102904160016*I	-0.5758096553535188+0.8494761691190774*I
-0.01898629882496598-0.03743126632617949*I	-0.001563437619159764-0.009243080419434122*I	-0.829698625901692-0.6039103973520037*I
-0.014586608705812675+0.036358988225074336*I	0.0015281122382560153+0.0033349587268976144*I	0.6185923891511499-0.819071328462088*I
0.03917773258096299-0.012484903148389175*I	0.010275347894400834-0.0012142304854691147*I	0.8178373752999183+0.6201298796423369*I
-0.036605939372334584-0.019242275764625023*I	-0.002958328281191172-0.00041905789929044297*I	-0.6087118876582394+0.8264976466980939*I
0.00430405188702491+0.03867080949560419*I	0.001879593365707555+0.00831286265976201*I	-0.8440155314552888-0.5844033404147901*I
0.02903226218483449-0.03130446611043778*I	0.005199572930524738-0.0018384917677023822*I	0.5460363369117877-0.8692546661603037*I
-0.03852217384307863-0.005060591680379081*I	-0.0061330537236594495+0.0030405917079941052*I	0.9005513306219578+0.4931421502791704*I
0.018219349232349493+0.03735440246562306*I	-0.00022995200920929268+0.00878059626132931*I	-0.4244225314099158+0.9348443778683911*I
0.018647726516462477-0.036214874571836725*I	-0.0014655149340501532-0.004343381684120155*I	-0.9693016542948528-0.33878870237233416*I
-0.039673034099086686+0.000606764581324542*I	-0.009091109614149454-0.0010642147139869745*I	0.23593514433130824-0.9994043162990375*I
0.024980376455323118+0.03404359736367286*I	0.0012880354402450746+0.0031943554902063146*I	1.0203797260098721+0.1153234436718549*I
0.018123457938686454-0.03446136705116815*I	0.00046243285389355995-0.006931636565246522*I	0.02156622068022644+1.0268230432707208*I
-0.042143439964042184+0.002628326066942226*I	-0.007539320975350941-0.0029837438739609206*I	-1.0123478615565327+0.1727224508552309*I
0.019710900101845032+0.03412993033577325*I	0.0031142289550271777+0.00046278832879857973*I	-0.33393693741032193-0.9713822928855358*I
0.023799007460379648-0.03417157790494934*I	0.0059511917939884-0.008120355526977117*I	0.8977857729797942-0.4989339359434385*I
-0.0395461387751241-0.004732001366679535*I	-0.0019613174537854196-0.002069209488497633*I	0.6597413455282766+0.7874474606593989*I
0.009050956772075689+0.040658932842201886*I	0.00421970603786573+0.00536899537913836*I	-0.6376564442260563+0.8053974890395796*I
0.030328065928352774-0.025603653374402822*I	0.006909810419178966-0.0032461659152108503*I	-0.9241819198602672-0.44882295517743664*I
-0.03498753821471639-0.02264713763522893*I	-0.0014078931324502594-0.0020083971141784803*I	0.22547045569087465-1.002366519332187*I
-0.006157394535543181+0.03961769785791356*I	0.00221804737531587+0.008008625083754524*I	1.0272310539727652-0.023830299136957653*I
0.04050832782100099-0.00514705731701421*I	0.00668170334867751+0.0034609802024936436*I	0.28458301082263016+0.9873567536821863*I
-0.01969702488165944-0.03596719317716693*I	-0.0033154029461451816-0.0007123490966869018*I	-0.8753220592976464+0.5383578943745552*I
-0.030274114500267388+0.026812299341499892*I	-0.005778913730611586+0.006280221094864714*I	-0.761757627718043-0.6898287931237186*I
0.036158329591769095+0.018727171296693053*I	0.0026243714746991913+0.004424765515909849*I	0.43709753750170405-0.9301819788187786*I
0.012533834682021714-0.039333026623248904*I	-0.0007457825640690757-0.0031013793293884523*I	1.019109114411918+0.13345199658343643*I
-0.040006255157536+0.0003803455406444121*I	-0.008399294299712586+0.001488201057524766*I	0.1958456481418008+1.0090664796205442*I
0.007254841049479655+0.0407096121797208*I	-0.00328368117964407+0.005024983313640966*I	-0.8890504336476651+0.5159590970245752*I
0.03674352857979381-0.016785119152265708*I	0.0007528921086163559-0.004061613898969559*I	-0.7874519235819345-0.6608910412927625*I
-0.021957529326071076-0.03485342037975366*I	-0.005069846289957892-0.007397370795094419*I	0.3423577132317499-0.9693559087353832*I
-0.02785675925987018+0.028467771318631978*I	-0.004439438104506426+0.00033940358573551825*I	1.0276726122587505-0.03240272004387683*I
0.03294931444826962+0.0265535824168247*I	0.003488238245848334+0.00037984612098008064*I	0.41395808450152755+0.9411374900049393*I
0.019297704884433317-0.03393944332924334*I	0.0020870644215638394-0.007104280069868999*I	-0.7096107067404209+0.7442473707101004*I
-0.03893961006357394-0.016052769558766257*I	-0.004011948863018402-0.005489044344601814*I	-0.9641418864901138-0.35745927879321104*I
-0.012420670769746218+0.037919573466471374*I	0.0006442537554330752+0.0009121112997204487*I	-0.06486866174835557-1.0263995900664764*I
0.040681494981684885+0.008353850321584992*I	0.00820782917649725-0.001497799776739322*I	0.9060076278855641-0.4866043561958504*I
0.00668181826228957-0.03940170286321825*I	0.00465500018345668-0.005439364684529886*I	0.8268995097702168+0.6116811375699641*I
-0.041243710674591455-0.00254572737782856*I	-0.0013030175140284774+0.000012107579457595091*I	-0.18858074842689043+1.0111477382486365*I
-0.004049895250444118+0.041014272186048105*I	0.0024055829541349766+0.005418206986645791*I	-0.9888307711159485+0.28338714218268046*I
0.0395212677639249+0.0004732327032831754*I	0.007247281585956089+0.0010189316159888782*I	-0.7041467747371462-0.7500135868797576*I
0.0014877259201077325-0.04222723198530329*I	0.003172720036930635-0.003120204435669249*I	0.3346617699798399-0.972772329906422*I
-0.039753622239113294-0.0023370317844386423*I	-0.001596307434971625+0.002475219201136938*I	1.0148985341748769-0.16915429741840382*I
-0.002252808561998661+0.04132867679098484*I	0.0015544500343683276+0.008330766563169043*I	0.640880497760083+0.8048855652678566*I
0.04003638775592501+0.005324175618193528*I	0.004684396649392297+0.004706759848187652*I	-0.38219621231884554+0.9553748729788567*I
0.005638618143158554-0.040440901435831775*I	-0.00029644321035120365-0.0007092114836085512*I	-1.0178077872411895+0.151724556341627*I
-0.0403176451665048-0.010954596273834969*I	-0.005792065981083944+0.0017286857125189215*I	-0.6524711782655223-0.7957709666178212*I
-0.01242639455873643+0.03724003391490458*I	-0.0029254793965017593+0.006410638599016196*I	0.3381710621613116-0.972079534876644*I
0.038621645605026615+0.01627564617127518*I	0.002220381932907718+0.004159697722899171*I	1.003324601942716-0.22929715942318887*I
0.02208751231988872-0.03443273362260281*I	-0.00020583981380197045-0.0011501955281771916*I	0.7341897117557149+0.7214180728788806*I
-0.03197661640194621-0.024251704128690314*I	-0.0067304872311485025-0.0005782439405078914*I	-0.20141182264882926+1.0094854011986245*I
-0.030269562024722012+0.02856331591726406*I	-0.007180066352630961+0.0037487784212194486*I	-0.9510829706589354+0.3937751103143675*I
0.022646657820238236+0.03297212852193739*I	-0.0017778078056830424+0.0028680561161748327*I	-0.86179491653378-0.5632499801529283*I
0.03734071376541268-0.01828705431400061*I	0.0002769608403718817-0.0032982306531807036*I	-0.03117340765576837-1.0290617924511007*I
-0.008996547198229522-0.040082653819976714*I	-0.003633844675010733-0.005881229783210594*I	0.8203020392684768-0.6222429974331024*I
-0.03944894817625963+0.0028149853428427584*I	-0.006184626461066159-0.0016742493728736593*I	0.9857005216215745+0.2978871168176497*I
-0.005651363605512884+0.04166540224928351*I	-0.002759132651379974+0.0020039612174036895*I	0.347548782731413+0.9692830656398044*I
0.03758506155421305+0.016221691712386115*I	0.001454503007075159-0.0009658874306910344*I	-0.5639021369957778+0.8617145730914604*I
0.0225256622832282-0.033048860219732704*I	0.0003078000193314351-0.006453552847255062*I	-1.0268519394237299+0.07923122490307842*I
-0.027312854846666516-0.03143562080615526*I	-0.0036497946585105343-0.006920062620123801*I	-0.6963758314215334-0.7587798901571357*I
-0.036645371700825186+0.017052587823542454*I	-0.0034046670004085145-0.0025174332651332764*I	0.15763245271488663-1.0178960066991527*I
0.008015516677692895+0.04003884686503373*I	0.0018233398847215883-0.00005097943021790735*I	0.8887189675345935-0.5208186591494788*I
0.041499094659153295+0.0051232528154085185*I	0.005551966017568626-0.002691026068650669*I	0.9682777051233721+0.3514726345873134*I
0.016385405009167155-0.036293995477785675*I	0.003419860308296488-0.005929245123330198*I	0.35632885571331446+0.9666467768415916*I
-0.031512759927253144-0.0257235371770101*I	-0.0009327337172848479-0.004656030103314555*I	-0.5006513039628754+0.9004542256910815*I
-0.0364487877029142+0.02117494398945638*I	-0.0012036056439983136-0.0003794864905793471*I	-1.0073801052211773+0.2160645232865847*I
0.007010915960031252+0.039670986844169344*I	0.0031559061927847565+0.001267275518706539*I	-0.831276783570168-0.6088957876498635*I
0.040070508234032284+0.0051069888948005555*I	0.006733230710005275-0.0015614419791721078*I	-0.10665276136719937-1.0249353118200786*I
0.020049028340478666-0.03648341097323691*I	0.005539889235390222-0.004580504415575363*I	0.6817647016156371-0.7727138843208535*I
-0.02569670136099602-0.03126214892725532*I	0.0018221228298481076-0.003197036735561029*I	1.0301622452608747-0.030452564464583637*I
-0.0384345345610558+0.013582397722525954*I	0.0006127158556330456+0.0015995833235270868*I	0.7324099043492407+0.7251579379755835*I
-0.0031254165891083895+0.04170617233314538*I	0.003236877032169318+0.004653110344864798*I	-0.011902012972414236+1.030608051088753*I
0.03550899186827247+0.019088070859915426*I	0.006035729674355791+0.0030266683434480683*I	-0.7433181129171341+0.7141570287568301*I
0.030384732259966105-0.02614775271369413*I	0.005265851081436159-0.0007024244728970285*I	-1.0306623145652272-0.020999568463890672*I
-0.011650169636983447-0.04028839985289421*I	0.0016719138569478834-0.0017978618673507875*I	-0.7194843067115374-0.7382796746878233*I
-0.04056967409618637-0.007903312283950506*I	-0.0006310611142240516+0.001138074317159359*I	-0.0024472788671533047-1.0309672612687917*I
-0.02304305961975892+0.032651531104604184*I	0.0008578208448090992+0.004931261415880991*I	0.7102602124327367-0.7474296860535872*I
0.020552768400576932+0.03551142005456015*I	0.004207833714303928+0.005755710692066542*I	1.0294569909196476-0.0579983866366751*I
0.041433757029072156-0.0013844640406316285*I	0.005381962903135642+0.003339386296559714*I	0.7947297881567738+0.6570036889632346*I
0.01719185431454001-0.03654373449785375*I	0.0027251710009120866+0.0008902716039698971*I	0.14440280711004436+1.021104999024484*I
-0.02542896863092775-0.03204968239492163*I	-0.0013842548525009907+0.0013158088489990402*I	-0.5750714237600743+0.8560912553826193*I
-0.04128097282829684+0.006419842716169214*I	-0.0032035014017557273+0.004142200077400828*I	-0.9980832075668696+0.2597453882655422*I
-0.01461900161718422+0.03786346688815191*I	-0.0014744223126891786+0.006272764198404939*I	-0.9229382702020934-0.46048179974237935*I
0.026431768759631914+0.0299524840829159*I	0.0015337816871657235+0.0054070001389149676*I	-0.399735437553884-0.9509259146433124*I
0.04051461770163921-0.008718287380449309*I	0.0025287139865713833+0.0023820342530977636*I	0.30975316871831016-0.9839402010345497*I
0.014604177086191491-0.0392295600889062*I	0.00043499125897636013+0.00019128946772192432*I	0.8685511172223435-0.5566069750515601*I
-0.02495265051663539-0.031878876350991035*I	-0.002806959316377239+0.0009407948727512198*I	1.0244273306039569+0.12239208701085803*I
-0.0398946139015249+0.005756220414863782*I	-0.004358628382963529+0.0038576666369968165*I	0.7183080293844303+0.7406690709651801*I
-0.016780252087046775+0.0378299533131006*I	-0.0032119481578785506+0.00614116403974118*I	0.097964076942602+1.0271254652295636*I
0.02192981954251899+0.0348793304830116*I	-0.0009478586327059467+0.00562087756026132*I	-0.5595268201612443+0.8669967306118936*I
0.04038878774135687+0.0003187025906590756*I	-0.000054482071406838976+0.002654142230092707*I	-0.9741639767877817+0.3405578431662246*I
0.022353064243575534-0.03435377785285901*I	-0.0015822812813082604-0.0003472082905452231*I	-0.9801612699515362-0.3230313660010864*I
-0.015467599833532195-0.038783496748526755*I	-0.0042889111787084485-0.0011183192893590471*I	-0.5864180529888277-0.8492558190145191*I
-0.03968895261234602-0.009962335155433306*I	-0.0058751291949253855+0.000581567954973172*I	0.038426802502686486-1.0314202007290012*I
-0.029723178722272696+0.026736656282060376*I	-0.005046064253352765+0.002954798014640217*I	0.6428259344298378-0.8076479765320672*I
0.00552017533112281+0.04042318056946138*I	-0.002573595014526126+0.00382253611113484*I	0.9948865492899964-0.2753140855282998*I
