0.8257096935448757+0.*I	0.5436285229346872+0.*I	0.15057068452350783+0.*I
-0.0040126986191344-0.040884423675088113*I	0.0034568103009344096-0.0005320493270774228*I	-1.0268670924927643-0.20383894210787715*I
-0.013577763103127978-0.03880040432486635*I	0.003368307241249902-0.0006903654877104252*I	-1.0147818552109584-0.2576060470052139*I
-0.022348957851657077-0.0345276683857959*I	0.0032788740000974873-0.0008311569120994081*I	-1.0000970675537035-0.3099727603469412*I
-0.02984071448409022-0.028328081892529028*I	0.003192080100496129-0.0009565119646895426*I	-0.9829637936659394-0.36083624514515483*I
-0.03564679187987423-0.020566857443613647*I	0.003110761207237513-0.0010692243562148713*I	-0.9635195390626168-0.41010142224927015*I
-0.03946109960492818-0.01169001725952152*I	0.0030368999122931386-0.0011725877593956988*I	-0.9419201870693921-0.45769163527257856*I
-0.04109224480451245-0.0021979147685751714*I	0.0029715498550960595-0.0012701674053778483*I	-0.9183063695157656-0.5035351528979254*I
-0.04047151103098841+0.0073833498744434855*I	0.00291482453871145-0.0013655722750668738*I	-0.892823490362097-0.5475740622316683*I
-0.03765387564250942+0.016531162696927365*I	0.0028659352701749167-0.0014622343007505995*I	-0.8656192968801855-0.5897627480045854*I
-0.032812255094019915+0.02475456703123992*I	0.0028232751881162067-0.0015632055210906839*I	-0.8368266167622463-0.6300576509773351*I
-0.02622572249029589+0.03161999633555266*I	0.0027845519788766418-0.0016709916556978434*I	-0.8065914837212173-0.6684352484238413*I
-0.018262199777779833+0.03677314006706578*I	0.002746942482817124-0.0017874152032648818*I	-0.7750436823904678-0.7048706787160984*I
-0.009357070418625801+0.03995607474911676*I	0.002707277838687253-0.0019135284698578098*I	-0.7423150366108549-0.7393520125002597*I
0.000011259916141986487+0.041018807275852824*I	0.0026622354637160068-0.0020495690451289607*I	-0.7085365265096208-0.7718773025346991*I
0.009347365052534869+0.0399247858685051*I	0.0026085294890157615-0.002194957959311899*I	-0.6738248363474947-0.8024416107172632*I
0.018164974350712296+0.036750500216584124*I	0.002543098533047023-0.002348349169457744*I	-0.6383053523654306-0.8310606538251201*I
0.026011963755132695+0.03167904237548486*I	0.0024632647343948194-0.0025077064916151355*I	-0.602088244677711-0.8577431864033151*I
0.03249293163780465+0.024988525471977052*I	0.002366875158833542-0.0026704228062290193*I	-0.5652838052345909-0.8825099826992435*I
0.03728827151012781+0.01703585660799141*I	0.0022524064663891137-0.002833459538040165*I	-0.5279995863906399-0.9053892334256703*I
0.0401688267404213+0.008236935612370265*I	0.0021190325759700953-0.0029934994576368322*I	-0.49033078809023156-0.9264021475434715*I
0.04100571871578702-0.0009555499524292938*I	0.001966660729660806-0.0031471179750493677*I	-0.45237741858964403-0.9455905446896533*I
0.03977469613752617-0.010075670963389497*I	0.0017959215176725195-0.0032909386220049924*I	-0.4142267116384998-0.9629847004304907*I
0.03655531072408762-0.01866779961710791*I	0.0016081314254609799-0.0034217931510504597*I	-0.3759646131573846-0.9786261580883417*I
0.031524864817330606-0.026309070760799635*I	0.0014052193953746068-0.003536858552623341*I	-0.3376734443651265-0.992561408762581*I
0.02494767032029631-0.032629597962666596*I	0.0011896270887326193-0.0036337688930201204*I	-0.29942584351198576-1.0048271531033426*I
0.017160412691959715-0.03732966960471479*I	0.0009641923596229743-0.003710713075263169*I	-0.26129588995031083-1.0154802196644985*I
0.008554204575596767-0.04019294648358751*I	0.0007320139986693973-0.0037664847042087543*I	-0.22334818001304096-1.0245625017034499*I
-0.00044542936683515015-0.04109541481992082*I	0.0004963148245676404-0.0038005176408008458*I	-0.18564487971517146-1.0321266203162034*I
-0.009399808508530897-0.04000958203211895*I	0.00026030232345003283-0.003812881377616283*I	-0.1482443897454759-1.0382279656107998*I
-0.01787841820237259-0.03700390409326537*I	0.000027037534635846735-0.003804245095889788*I	-0.11119835918892283-1.042910454023204*I
-0.025479356039770834-0.03223777784824533*I	-0.00020068294913848259-0.0037758283220459487*I	-0.0745569686358917-1.0462373491445862*I
-0.03184786538677753-0.025952142607293557*I	-0.00042042748535625943-0.0037293102626591097*I	-0.038364609178851275-1.0482547532288782*I
-0.03669225764606648-0.018456633479030118*I	-0.0006302077604169856-0.0036667398641098345*I	-0.0026622045447245862-1.0490191379925018*I
-0.039796452377759-0.010113705680977579*I	-0.0008285333233397859-0.0035904235383274596*I	0.0325127038320329-1.0485879339137532*I
-0.04102864652397256-0.0013206958735946278*I	-0.0010144390712759962-0.003502806036194239*I	0.06712646010482781-1.0470063749858336*I
-0.040345988501807116+0.0075092875806976045*I	-0.0011874898489049224-0.00340636230054411*I	0.1011493823381903-1.0443380488217173*I
-0.03779483702252342+0.01596679477131706*I	-0.0013477566079479917-0.003303476674651397*I	0.13455381419282195-1.0406281881265589*I
-0.03350709530554096+0.023664817647108014*I	-0.0014957740889319634-0.0031963489544438064*I	0.1673165913583936-1.0359321479487416*I
-0.027692596879774836+0.030256128881775902*I	-0.0016324772667016224-0.003086904167089973*I	0.19941720365782414-1.030304806920167*I
-0.02062813149490114+0.035448367827354714*I	-0.0017591214487104568-0.002976720082025328*I	0.23083643651433938-1.0237888737674035*I
-0.01264376372430603+0.039016393476861276*I	-0.001877195953143865-0.00286698366552533*I	0.2615611916674679-1.0164442585437121*I
-0.0041069407870116675+0.040811180185629466*I	-0.001988324609544481-0.0027584536730179024*I	0.29157679495062305-1.0083121737874614*I
0.004594612385723772+0.040765253026350964*I	-0.0020941713566517443-0.0026514593372269375*I	0.32087412258945647-0.9994437435798774*I
0.013070591323108394+0.03889426165769183*I	-0.0021963445844299535-0.0025459104296277385*I	0.34944576807407735-0.9898885251981174*I
0.020945488128069747+0.035294827486623444*I	-0.0022963079434140145-0.002441327479689135*I	0.37728342851986646-0.9796844709958236*I
0.027874982194542403+0.030138966405567437*I	-0.002395307171873688-0.002336895997022575*I	0.40438673059718994-0.9688854672773014*I
0.03356052637721661+0.023665145881293075*I	-0.002494301792176239-0.002231522352069134*I	0.4307504344319057-0.9575270225292257*I
0.03776170268666584+0.016166795933191733*I	-0.002593921418005619-0.00212391250169652*I	0.45637595662634606-0.9456543232422857*I
0.04030571932258181+0.007978559710795202*I	-0.0026944336286157575-0.00201264927528969*I	0.4812653857545728-0.9333102013313447*I
0.04109375837397657-0.000538906268090032*I	-0.0027957296583610387-0.0018962740054654917*I	0.5054181698356558-0.9205268028985355*I
0.04010411146912586-0.00901492673638972*I	-0.0028973338002043136-0.001773372701559076*I	0.5288431999812889-0.9073508676393769*I
0.037391750902581095-0.017084914041269005*I	-0.0029984191126755035-0.0016426481910867736*I	0.551541600696373-0.8938115664400123*I
0.033084828118524125-0.02440587328899653*I	-0.003097848985083833-0.0015029947680295275*I	0.5735222953857103-0.8799474560488009*I
0.027377994240344223-0.030670668820822287*I	-0.003194224260165883-0.0013535556786571296*I	0.5947937940761135-0.8657942098466547*I
0.02052307821430413-0.03562044811765715*I	-0.0032859412154153367-0.0011937699723700173*I	0.6153606689215724-0.8513779387880474*I
0.012817602949218-0.03905486854981087*I	-0.00337126358301227-0.0010234088416306625*I	0.6352381694576964-0.8367379758017842*I
0.004591505729011475-0.040839510830720585*I	-0.0034483866841157848-0.0008425905924433713*I	0.654431296340318-0.8218972335905059*I
-0.003807122210585427-0.040910557414644874*I	-0.003515515607858943-0.0006517876389519557*I	0.6729540038072908-0.8068876422312314*I
-0.01202684081754574-0.039276317751231846*I	-0.0035709322710468054-0.00045181399995077086*I	0.6908187471564012-0.7917379366828976*I
-0.01972746628449231-0.036015760018197354*I	-0.003613059282470742-0.00024380112323702018*I	0.7080331576606094-0.7764685007316587*I
-0.026593972034713073-0.0312742483423765*I	-0.0036405235246670447-0.00002916274501739549*I	0.7246165179619941-0.7611115727102958*I
-0.03234901705186777-0.025256469133933198*I	-0.0036521972116795973+0.0001904528891294529*I	0.7405757873562048-0.7456843333258342*I
-0.03676377898216749-0.018217247440255036*I	-0.003647242616659166+0.000413215916857307*I	0.7559280161917348-0.7302125308582823*I
-0.039666535384724505-0.010450368472992634*I	-0.0036251341786178847+0.0006371750063807144*I	0.7706876929044013-0.7147185826084076*I
-0.040948769576297166-0.002276088541375959*I	-0.003585670791691+0.0008603189035694479*I	0.7848639547280883-0.6992177654860832*I
-0.04056870379318832+0.005972182971807032*I	-0.0035289818944228696+0.001080639556003401*I	0.7984783220167019-0.6837358768129105*I
-0.03855191043092995+0.013961507521389627*I	-0.0034555086103938474+0.0012961909521557887*I	0.8115382966415343-0.6682851287313787*I
-0.0349894118797894+0.021372751914674786*I	-0.0033659883726987073+0.001505145917543388*I	0.8240625647488137-0.6528857745657628*I
-0.030033056116874034+0.027913133822437288*I	-0.0032614188281479776+0.0017058444896254487*I	0.8360662244090639-0.6375547370574295*I
-0.02388861703506256+0.03332746726609442*I	-0.003143017214248351+0.001896834048714387*I	0.847558797677564-0.6223029459289049*I
-0.01680693337395161+0.037407791523475974*I	-0.0030121784004145382+0.0020769034065572793*I	0.858562701106789-0.6071505733883407*I
-0.00907332323588775+0.040000835513851946*I	-0.0028704178872281964+0.0022451005632915986*I	0.8690849790284344-0.5921057076755349*I
-0.0009959514811400986+0.04101336222081494*I	-0.0027193254356970343+0.002400747341021637*I	0.8791448917357161-0.577183885107671*I
0.00710657530453655+0.04041494354871168*I	-0.0025605090546463286+0.0025434377608420434*I	0.8887571295795358-0.5623974155708183*I
0.014917751455279411+0.03823828298545035*I	-0.0023955448648896854+0.002673027923515404*I	0.8979308313232088-0.5477536595072876*I
0.02213545341674905+0.03457715677701114*I	-0.002225933878807371+0.002789621000601392*I	0.9066883471892467-0.5332680160509076*I
0.028483399798266903+0.02958187233863363*I	-0.0020530565266993063+0.002893535069807096*I	0.9150356024011016-0.5189452706758633*I
0.03372149411325941+0.02345281498904564*I	-0.0018781432557535874+0.0029852753653145632*I	0.9229916967842585-0.5047970152648605*I
0.03765453750220804+0.016432037917486316*I	-0.0017022456463599313+0.003065492596937083*I	0.9305702284808078-0.4908317955018868*I
0.040139092986336625+0.00879347353720164*I	-0.0015262192336389085+0.0031349410387493943*I	0.937779469671547-0.4770541261057318*I
0.04108834139912025+0.0008320992745010844*I	-0.0013507163126747687+0.0031944394643404848*I	0.9446410517648465-0.4634754476802181*I
0.04047455006468898-0.007147556374286604*I	-0.0011761830753693502+0.003244821602050269*I	0.9511593887727858-0.45009798558820335*I
0.038329467248414156-0.014843037782363119*I	-0.0010028703574766168+0.003286901594152277*I	0.9573529497417456-0.4369301016640094*I
0.034742305680772224-0.021965343890806812*I	-0.0008308476974114853+0.0033214318929838675*I	0.9632338211215835-0.423977347700749*I
0.029855678200209203-0.02824959410729716*I	-0.0006600262853234392+0.0033490702007845387*I	0.9688091468404911-0.4112420319218578*I
0.023859642286835996-0.03346467953549517*I	-0.0004901873108041994+0.003370356200590136*I	0.9740994330643137-0.3987323778008245*I
0.01698395177723654-0.037421396393451226*I	-0.00032101331973598745+0.0033856837404066856*I	0.9791073959040675-0.3864486946022353*I
0.0094891045325646-0.03997903638951198*I	-0.00015212384460012784+0.0033952942749635715*I	0.9838506059776342-0.3743967515069989*I
0.0016562760698290806-0.041049954496793925*I	0.000016888847012527565+0.00339926562869909*I	0.988339418836778-0.3625797822767082*I
-0.0062232849653292305-0.040602163352678744*I	0.00018642318586444944+0.00339751343374137*I	0.9925797506396962-0.35099843621689186*I
-0.01385909487709041-0.03865990084764033*I	0.00035683434984697826+0.0033898030364900855*I	0.9965907584151171-0.33965837737460836*I
-0.02097206024170705-0.03530197736259338*I	0.0005284014359949244+0.0033757569238999957*I	1.0003734186515019-0.3285585415856316*I
-0.02730455875697309-0.03065835565237341*I	0.0007013007083501496+0.003354882244764074*I	1.0039442799636045-0.3177026619016956*I
-0.03262954971517242-0.02490475172281472*I	0.0008755817212665568+0.0033265904896126034*I	1.007311887278649-0.307092233034147*I
-0.03675844939975988-0.018255749303450808*I	0.0010511495479138915+0.003290226916240784*I	1.0104809369140897-0.2967267030461074*I
-0.03954755796147569-0.010956616724777166*I	0.0012277548915154877+0.0032451051464450226*I	1.0134691382434353-0.28660974715800047*I
-0.040902644018508155-0.003274071705853761*I	0.0014049861136082092+0.0031905327576048363*I	1.016275777920758-0.2767393732743783*I
-0.040781866759903314+0.004513504697194022*I	0.0015822734673681428+0.00312585088570709*I	1.0189163530794292-0.26711775246276415*I
-0.03919661719880754+0.012126195759552472*I	0.0017588940491804674+0.003050460155432515*I	1.0213976070897965-0.25774512274224937*I
-0.03621053554192723+0.01929254228555764*I	0.0019339848006650314+0.0029638509102670367*I	1.0237230875685361-0.2486201028461716*I
-0.03193671381486521+0.025759136679838788*I	0.002106562875716495+0.0028656319580810654*I	1.0259090380399953-0.2397448606600633*I
-0.0265330604201044+0.03129937356243457*I	0.0022755433395742364+0.0027555463845406643*I	1.027953157328539-0.2311168268547868*I
-0.020196318976533522+0.03572123547821708*I	0.002439770304911668+0.002633495523868086*I	1.0298716797669256-0.22273746131493521*I
